review_description
"I take this app for granted! Thank you Spotify for making a good app. After using the disgusting app of YouTube Music, I appreciate Spotify so much more! Great UI, good functionality, awesome features! ❤️"
Spotify something is wrong with my liked songs when I click on the button it shows a blank space
"Good app, love the experience. One small bug I found: During a Remote Group Session, only Iphone users can see the song queue. For android users the button is greyed out. Would love to see this fixed."
I have enjoyed the ease of using the app. It's so easy to build a playlist. I have recommended the app to others and will continue to do so.
"I've had a couple problems with spotify over the years, but nothing major. Recently my Facebook got hacked which is how I log in and I could no longer access my spotify account. Their customer service had me all fixed up in less than 10 minuits through a text service. I was amazed."
It's a really great company. And I have a wide variety of music. I get the gift cards every so often so I don't have to pay a prescription. I really like that option. And also has good sound quality. The only thing I wish they had was a down button like some other competitors but other than that it's a great app. And great customer service I had a problem once and they fixed it within minutes. And we're very professional and polite. Keep up the good work Spotify
Learned my likes quickly! App is easy to setup and use. It's also exposed me to great artist I didn't know.
Latest update made some of my playlists on mobile inaccessible waiting on a fix I need pc just to press play button
"Probably the best music streaming platform...high quality music and very classy ui I love everything about Spotify And yes, the premium plan is very affordable and worth the money."
"Outstanding platform for listening songs , Spotify is the best app than any other 🤩💕, love its features and UI very much. Very user-friendly (except those unwanted and daily same recommendations 😒) but like this platform should be listening our favourite songs as well as new songs."
Good ui interface
"It's great love this app, I wish a lot of songs were on here. Songs that are from SoundCloud and etc. One problem is when I skip through multiple songs quickly sometimes it'll freeze and etc"
"Awesome platform, but, with all the ads (5 30sec ads at times) and still not being able to listen songs in order sux, even ruin listening to a single artist when the shuffle jumps to other artists you don't want"
"Now that the loading issues are fixed, app is great and even the free version is quite nice(granted you use the browser/desktop versions to create playlists)."
"Efficient, effective honestly one of the best apps I have ever used. The algorithm is spectacular always finds what I want. If you are looking for an app to use to find specific songs you don't know: Spotify is great for that or Shazam. 9/10 still needs ux upgrades and more control."
Good app with a lot of music to suit different music taste.
IOS app UI is better... please make it like that _ atleast add the swipe controls
Its been great as a deaf person i use special equipment to hear my favorite songs the ones i missed when i was a teenager. So thanks for the anxiety relief.
it getsmy style of music quick and authors that i forgot about
I love my Spotify. I love music from classical for Bubble baths ! I listen to Liberace to Rock and Roll for bangin' your head ! Thanks Quiet Riot !!! There's music for every mood ! For everyone ! It's just to bad premium isn't free. I listen to music instead of watching TV. Why watch other people doing something and getting nothing done when I could be doing something myself.
"Let it be the quality of songs, the suggestions or the usability of the UI, all the features are very attractive and lovable. Could have had more collection of old Telugu songs."
Amazing It's a quick and wonderful app . Works in a few seconds to find the sing I'm looking for it's just great
"I love Spotify. I can start with a old favourite like Zep, Floyd, CCR and Spotify gives great recommendations for other artists I might like. From that new artist I get further recommendations and so on. Its grown my listening habits considerably. As for Podcasts, last year I didn't bother with them. Now I have quite a few on the go. Great sport pods and my new favourite The Rockonteurs. With Gary Kemp and Guy Pratt."
Excellent app. I am able to listen all my old songs. I can add songs from one album to another album very easily. Not giving 5 star rating because I can't add few songs in my album all together. That one improvement is required.
Brilliant. Love this app so much. This is all I need to access the songs I ❤ and its all I listen to. I no longer play cds as I have everything at a touch of a button here. Best thing ever.
"It gets the job done. I can listen to my own, familiar music, or search a radio according to how I feel. Family plan works for everyone and the offline listening when there's no internet connection is fantastic for those power outage times. Gives me something to kick back to as long as I've thought ahead to download some stuff. UI can be better, but it's not the worst I've used either."
"This app works really well, would like the non-premium to have more skips though. Otherwise great all round app. Awesome for listening to good playlists and sharing music with friends. Very simple UX and UI which i really appreciate."
Everything works well. UI is intuitive.
"Really what to say other than I've been using Spotify in a major way for the last few years and the experience is pure pleasure for the ears. I prefer having premium, but I have had to go back to the free version multiple times for financial reasons and I still keep my library and have access to all my songs while online which is great. I can even continue building my library for free. This one's a keeper 😀"
A reliable app for music of general kinds. Quite reliable and dependable for musical entertainment.
I really enjoy Spotify easy to use affordable easy and quick browse any music of your choice bigup Spotify
"I enjoy Spotify and without it my life would be quite different, however it doesn't have some old or social media songs"
I always find what I'm looking fit to suit my mood.
"Excellent music app. I've been using Spotify for years now and it's really revolutionized the way I listen to and find music, the value for money is phenomenal when compared to buying individual albums, although I do hope the artists get a fair share of the monthly subscription. Most of the time the app works really well but sometimes it does have some issues with queuing & saving songs, etc. Also being able to que songs on Samsung galaxy watch would be awesome. Thanks for the great app Spotify."
Awesome. The best of all music apps out there. Love the data analytics used and the user experience.
"Spotify is the best music streaming service I have used so far. I hold a student account and it gives me the ability to have Premium at a cheaper price. However, if you are not a university student, Premium is quite expensive... Spotify free is quite good when using a laptop (can select songs, unlimited skips), but is very basic for mobile user (playlist order is random, only significant amount of skips per hour, you cannot download, and more). Spotify is VERY basic if you do not have premium..."
The thing I love the most is the discoverability and versatilities of genres. And definitely the overall UI and the always dark theme.
Please change back the play button to where it was! ⏮▶️⏭ The new design (▶️ ⏮⏭) is neither practical nor aesthetically pleasing. Update: it's back to normal :D
I love this app and have been using it for quite a bit now. It's a cool app and is cool how you can listen to your favorite music for free. I really recommend getting Spotify.
"When it has to load (which is a moderate amount) it takes a while, or it just stops and you have to press the play button on whatever your listening to (exept for podcasts). Also usually when it plays an ad that should give you ""thirty minutes of ad free music"" it just plays a song or two then gives you more ads. (Free user pov) Edit: i now have premium and 4 the past few months its been where it just stops in the middle if the song and then just starts up again or it takes like 10 min to load:("
Amazing for streaming music reccomend you buy premuim for the ads to go away
Guys there is many bugs in miui version plz fix it😣 because I use Spotify everytime I can't live without music 😍plz fix the bugs 😥
"I am enjoying the music on spotify it is wonderful to have a whole new music experience, more wider variety of song request which is absolutely brilliant. I really like spotify and i wouldn't like to be without it. You deserve five stars from me because you are brilliant. Keep the good music coming, and thank you so much. I am having issues using the back button to play the same song again especially if i like it. The forward arrow is lit up but the back arrow is not which is quite frustrating."
I love Spotify. So much. I pay for premium and recently for the past few weeks Spotify was not working. At all. The app wouldn't even open. I emailed Spotify and they emailed me back very quickly and worked with me to get everything working. I did have to email twice to get it to work but it's fine. It's working now and I am so happy! Thank you Spotify!
"I like this app very much. There are quite a lot of adds but still, their music is the best. Love it so much."
Spotify is great would be 5 starts if the enhance button didn't appear and then disappear
"It's a great app, but ive just found a little bug on my Redmi 7 at least. So, when i try to put a song from the beggining using the minute/second bar, it just gets stuck on a certain minute/second but the song keeps playing on the background, idk why, but then it gets fixed by using the button of restart song. Id give 5 stars tbh."
"Believe me.Spotify is the best. The best of spotify is It's sound.Literally no any audio app can beat spotify in audio quality.In ""Very High"" or in ""High"" it's sounds are heaven! And the second best thing is: It's UI. This is one of the best. Literally the UI is so user friendly.and here comes the looks of the UI.It's too good and looking great in a simple look,with no hazardous thing in the UI. And the another one is: It makes a playlist or remix type based on your played list.This is good."
"I love the Spotify app, Ive been a premium user for years. I would LOVE to see a feature added where if you have a playlist/album downloaded thru premium, that it would default to playing the downloaded version rather than using data. When my cell service is spotty, my music wont load. When I toggle airplane mode quick, it loads instantly. Can this be fixed? Thanks!"
Overall great! Downloaded music stops at random and will not start to play again until 'play' button is pressed.
It lacked count-down timer for shutdown. A key feature required at bed time. Thank you Spotify for adding the function.
"Somewhat better now, the ads have lessened to some degree afaik, and the songs that I'd otherwise not want to listen to are actually quite good in terms of the overall selection of songs. The audio quality and other existing elements within the app are definitely still the same (or I've never paid much attention to them), and currently I don't have much issues with Spotify as a music platform. 👏"
I've only started used this app.along with my new phone and I'm finding the music available quite good thank you
I'm giving you guys 5 stars for not cancelling Joe Rogan. And also because your streaming service is quite good 😅
"Great app. Also love the fact that one can listen to any song for free if one isn't ready to upgrade. And the app does well to recommend daily mix and albums that are more personalized for the user. And by the way, the UI is great. Keep improving."
Great... fantastic...SPOTIFY was designed especially for me (With me in mind). Thank you.
"I really love the app, i get to explore more music and quite a number of podcast without any hinderance"
They ruined the app you can't play the song you want to play because it's randomized and you can't play songs on repeat anymore dont download they wants your money(edit) never mind you just can't be poor I bought premium worth it
"Brilliant thanks, I love using Spotify. It is so easy to use and adapt quickly to my laptop, mobile phone and Fitbit watch. My music everywhere with me. Peace and love"
Bad update. The play / pause button is not available you can't stop podcasts you just have to play another one or put your phone on silent. Pretty much made it un usable.
"very quick on search and low data usage .. ,👍"
"Pleasing UI and mainstream catalogue, but need more video game ost catalogue and hifi option"
Amazing versatile app. Totally suits my needs for my work as breathwork Facilitator and for my personal use.
"Love Spotify, easy access to all my favourite artists at the click of a button."
Queue button is blurred out. Why?
Pause button works again as of today! Happy with the app again.
"It works, seamless, pick a song or build a playlist, change it up."
I love it I play alot on it but I wish that if you don't buy permeuim it doesnt let u go hack one song and it only plays the songs u want in Playlist so uh yea it rlly is good but I think it needs a Lil more work/improvement
"Quite musical EDIT: Could you put the update log on the playstore, I'd like to know what I'm updating"
"I'd say it's a good app My 2 issues with it is in the library section it doesn't stay on downloaded button. It is lost when you exit app would be cool to have a leave where you left off setting. Other issue is if im watching shorts with no sound it now fades away. I didn't turn Spotify off. Understandable when I click on a whole video, but not for the stupid shorts."
"Beautiful graphics, lively navigation, refreshing designs, and sound clarity. I've been using Amazon Prime Music for over a year because it doesn't have ads but I abandoned it for Spotify; you could imagine why would anyone drop an ad-free app to come back to a limited service: quality!"
My most used app. I love sleep mode and being able to change playback speeds. The only thing I wish would go away is driving mode paired with maps. It never is intuitive or helpful for me with my Samsung. It's more distracting.
"Had Spotify premium for a while now and love it. Especially the lack of censorship to the podcasts that don't quite follow the mainstream narrative (if you know what I mean) Recently had an issue on the Android app and Spotify were amazingly quick at helping... Thanks guys for the help, thanks for not censoring like everyone else, you have my money"
need to upgrade to hi-fi quick!!
"Amazing interface, by far one of the best designed apps out there. It feels like every small aspect has been properly researched and tested - excep for adding an album in the queue, pls add it to the end of the queue not in the middle of the album I'm listening to. However casting really sucks. No I'm not listening to the 6-hour version of Imagine! Also I get that you want to add new songs in my playlist based on what I've liked but that screws up the queue and repeats song played before"
"Great clarity,easy navigation and useful buttons"
Please test your ui in dark mode time slider is not visible. Overall app and your service is best.
It's not without occasional quirks but I can always find my happy place with the amazing variety of music!
"The new UI is awful. Put the play button back in the middle, please"
Has a quite good range of music
"When using android auto, the next track button on my steering wheel skips two tracks instead of one. This is not a problem when I'm playing music through the system directly (not through android auto)."
"I love Spotify,It has let me build my library of music back up in digital format.Very Cool App.Highly Recommended!"
"The music player buttons disappeared after the last update. I love the app, please fix!"
Great app but please fix the bar the shows what song is playing and has the pause button! It keeps disappearing and the only way to get it back is to uninstall the app then reinstall it. Been going on for a while now and it is super annoying.
"Love the musics, the applications ui and ux are awesome"
"Best music streaming service period. The best UI for both mobile desktop and TV, that makes it great. Also, all podcasts are there. I did test out tidal, youtube music and deezer but this is just the best."
Quick and easy to get songs and artists
"Music queuing should be more flexible. ie, ability to queue songs up next and later like apple music"
"Service is good, app has some bugs. Play button doesn't change state after a click. I have to close the app to stop audio playback. Occasionally playback stops without any input. App installed on a Galaxy S20+."
"I like the app until, when I go offline and play my downloaded songs. It pause itself when it reaches in the middle of every 4th song, I keep clicking play and then when it reaches 4 songs again, it pauses it self again in the middle of the song. Please fix this. PLEASE FIX THISSS 👆 Additional, I didn't turn on my shuffle but the song keeps on shuffling even if I turn off the shuffle button."
"The premium is definitely worth it! Quite inexpensive as well for students :) P.S. Very disappointed that the preview songs option while creating a playlist is removed. Just why would you do that! It was so good, now it sucks! If the changes are reverted back in a month or so consider me unsubscribed. It's not like there are no alternatives! Please fix it! Else you risk losing a lot of your listeners for sure... P.S.2 Thanks for giving it back!"
All great muisc in one place.. Very nice
"So buggy at the moment, always freezes during songs and quits the app or won't show you want is currently playing... Going to try uninstalling and reinstalling"
"Very good, little to no issues. The only problem I've had is that the now playing bar dissappears every now and then but that just requires you to force stop it from the settings. (Pretty sure this affects only Samsung users, but don't quote me on that)"
"For me Spotify is perfect. Is quick and easy to use. You can listen to music online or offline, just download the music and volai! Spotify has basically every song you could ever want, though they are some mashups and remixes that don't exist here but instead on YouTube and SoundCloud. But otherwise, 5 out of 5 for me"
"Best recommendation system, best UI best streaming service on premium if u don't have premium it's bad"
Love being able to build a playlist of my own.
Great app quickly adds new songs I like it I recommend my friends also
"Often times the app screws up by playing music without displaying the button function and album display. This means the app will play a song you select, but wont load the ""now playing"" display. Music plays for a song and a half and then it crashes. I've uninstalled and reinstalled, and it still happens. Great for making playlists; not all music is found."
"The desktop app's full screen mode leaves a thin gap between the taskbar and the bottom part of the app. Also, there is no way to change the video quality inside the desktop app. Apart from that, it's great. Especially the UI."
Odd little tidbit: the player disappeared when I hit the back button and the music was still playing :/
"This app is SPOT on. (no pun intended. Well, maybe a little) As an audiophile, I really appreciate the ability to fill my ear holes with whatever suits my mood at any given moment. The side Hulu subscription is a nice bonus. Keep upthe good work and kudos for locking down Last Podcast on the Left."
"Good for designing a playlist, bad for c sides you can't find anywhere other than the tube"
I do say it is simple exquisite and I was in awe that it played more songs than my Gucci cassette player
"Quite a few commercials which is a bit annoying, but then again you can skip them!? LIKE WHAAAT LOL got to say that's dope lol . Anyway I do like Spotify overall I switched from YouTube play music to Spotify recently n my oy regret is just not switching sooner"
Great app! The enhance button was the best thing ever to find new music. Bring that on back now ya hear? 😁✌🏽💚
"A fantastic App.... transported back in time with a push of a button, where the whole world was open to opportunities, freedom and excitement. I miss those days 😇👍🏻 Only negative is...the App turns itself off every ten-fifteen minutes."
"This is perhaps the best music app But it lacks the feature of editting order of songs in playlists according to our choice.We have to first remove all songs and then add them again.In contrast to youtube music has this feature, we can do so by a button on the right side of each song by which songs can be moved independently according to our choice."
Good app for hearing music and podcast. I love hearing songs and I always use this app. Premium subscription rate are quite less and there are many offer though with you can subscribe.
"What's up with the button positions, who decided it was a good idea. I get it if it was on Android auto or something but on a phone seriously. Sometimes the decision you guys make baffle me. If this keeps happening you will lose customers."
Facing issues after Android 12 update in miui 13 after closing the Spotify app music player not going from notification section🤨🤨 and in the player song album art not showing in so many songs.. please provide a fresh and bugs fixes update for Android 12 users its sooo irritating
"I love this app because I love to draw while listening to music before I knew this app existed I always used YouTube and I couldn't listen to music while looking at my images in my gallery so this was a really big help, I just wish there was a loop button so I don't have to keep restarting it over and over again"
Amazing app. Love the design and sound quality. Premium is 100% worth it.
"I'm a new user and love it so far! My only complaint, as a free user. Is the buildup of ads played at once."
"Spotify has definitely improved a lot since I started using it a couple years ago. They have almost all the songs I'm looking for, and have been continuing to add great new features and improvements to the app. Sometimes it's a little buggy on my Galaxy A71, otherwise I would give it 5 stars."
"Spotify is the best way to listen to music on mobile or tablet. Search for any track, artist or album and listen for free. Make and share playlists. Build your biggest, best ever music collection. Get inspired with personal recommendations, and readym"
I build lists of the music I love and explore new music without limits. This is my best music buy in years.
"I've been using YouTube Music for 3 years but a few days ago I bought Spotify premium edition to see which one is better, To be honest Spotify has better playlists so it's a better app to find your new songs that you like but YouTube Music has a part that mixes songs for you but it changes every week so I think it's not good as Spotify is, But to be honest again YouTube Music has a better design for its app and if you won't spend money for Music application YouTube music's free edition is better"
"The UI is super intuitive, the premium features are cool, it just great overall. The only thing keeping me from giving 5 stars is how it doesn't really pay artist well."
"Spotify has become smoother since my last review, so I have to clear the app out of history a lot less. I'm not a big fan of the new plus button in the bottom right corner. I don't need to make a new playlist so often that a dedicated spot in the menu is necessary and I don't make podcasts at all. This button is functionally pointless for me and moved the other buttons that I used slightly to the left. Overall, still a great app. I'm just nitpicking the constant changes to the UI."
"Hi, I updated my app to the lastest version but I still have problems on lyric sharing. Can't seem to find the button on it even after restarting my phone or clearing the data of the app itself. It would be great if you could help me on this one. Thank you!"
Spotify is the best music app ever. It give only one ads of 30 seconds and you can listen uninterrupted song for 30 min.❤️ And this app has quite smooth experience 🙂 must download it.
I've used Spotify off and on for quite some time and I like it but if I had to say one thing negative I would say turn the volume down on your ads and that's it!
Very good app for listening ads its been 6 months i am listen to ads but there is some issue sometimes it play songs that ruined my mood of listening ads
I enjoy Spotify and have been using it for quite a while. My only gripe with it is that when listing to an artists mix I wish they played more of the artist and less of the similar artists.
"This is the best music platform, I admit to that especially when the user subscribes to it. But certain problems I'm not so happy with is that it doesn't refresh and show recently released hits. I'll have to see them in other apps them download them on Spotify or follow the artist. I'll still give it a complete rating, 'cause the updates lately are good. It'd be satisfactory if I hear an artist dropped a track and I see it quickly on the home page. Please work on this. It'd be acknowledged"
"New UI with the play button in the left most just feels weird, please fix it to the standard button layout."
Would be great but the 5 30 second ads kinda ruin it
Best music streaming service I have ever used. UI is simple and sophisticated. Spotify also features many personalization options that makes the app feel like it was built for you.
"Can't listen to music, playlists for ALL are showing empty. Tried Uninstalling, clearing cache, rebooting...nothing has helped. I have a paid subscription and can't use the service. Update: Customer support was quick to address the issue and offered an easy solution to the problem. Thank you."
"Great music,all the songs l grew up with at the push of a button."
Found quite the songs I like. I was hoping to get others based on my choices. Great app though.
New update... Why shuffle play button dissappear in liked songs? I want to get random music. There is only play/stop button and second button to loop playing. Please return it back!
I've been using Spotify for quite some time already. And in general it's cool. But recently I started experience problems with playing songs and podcasts in offline mode. And in general I have an impression that app became more laggy. Hope this is temporary.
Good UI but too much ads. Mostly cringe ads.
Amazing i would say I'm not premium member but I didn't give it full 5 star because sometimes the ads are quite often to the point that there would ads after every song and other is that sometimes it just stops working it doesn't show me which song I'm playing so they fixed that i would rate it 5 star without being a premium member
"Gapless playback doesn't work between end and beginning of albums, it ruins the experience of certain albums, especially Nonagon Infinity which is meant to infinity loop. Otherwise it's perfect. Also really good for learning lyrics to songs."
"I Love Spotify🙂 they have every song in the world, love graphics and lyric option"
"The shuffle playlist has to be improved. It keeps playing almost the same song over and over again regardless of the huge amount of music I listed in the same playlist; ultimately the reason why I get bored with my favorite songs too quickly. I hope u fix this, cuz I need a shuffle option—not selective."
"It's more money than I'd like to spend but the ad free unlimited version is worth it. Do wish they would be more understanding with the address verification with family plans as my children travel between my home and my husband as we have been separated. Sucks they don't recognize my son on our family plan bc he's only at my address part of the time. I'd also love if the playlist feature was a bit more intuitive to navigate considering I've had some from back in the ""starred"" era"
Simple to use...suggestions are easy to use and easy with a simple 👌 play button
"I love the Spotify has Personal he designed playlist, That it releases weekly helps me find good new music, it's a great app"
Spotify has a large library and you can almost find every 9 out of 10 songs quickly. Spotify has become my favorite brand because of the service and overall experience. I've Premium Service so I never get hit by any ads while enjoying the music in very high quality. 👌
Spotify is a very good place to listen to music but it's not the best without premuim. But on the bright side premuim is not very expensive and in fact quite affordable it is a clever business method to earn and I'm down for it
This is the best song recommendation app. Also you can listen to podcasts which are very well designed.
"UI looks amazing, and listening experience is also good when compared to other apps. However, ads keep increasing on every new update."
"I love how the app does not require downloads, but the fact you cannot put songs on repeat without premium really sucks"
Great user experience with a cheap premium option that make listening very enjoyable without ads. The AI is fantastic and suggests songs I have never heard of that match my music taste
"I am fully satisfied with the musics heard during my work, actually not listening to the words but encouraged with the rhythm for continuing my work....."
"No adds, loads quickly, and all the music I like!"
"Most recent update is the worst yet. Extreme lag, constantly having to restart the app, and the new Library feature is 10 steps back from the previous UI. Please address these issues or I will no longer be paying for this service."
"Phone remote to tablet to stereo(s), excellent programming. Excellent entertainment. Spotify is so good you just might quit watching tv...Fantastic playlist generator, and perfect operation with only 2G of freespace. And You, You will have fun-guaranteed-and thats just the free version. Home cache clear."
Great app for streaming. Except randomly stops playing and I have to push the play button to get it going again.
Outstanding music streaming. Even obscure music can be found. Rarely issues and when they occur they are fixed quickly.
"That last couple update have systematically broken the app. Connections to devices are buggy and intermittent. UI has broken a dozen times a day and won't respond, play anything, and when it does the wrong item will show as playing versus the sound. Can't skip what it doesn't know it's playing!.. Reinstall and restarts are no help. ""No internet connection"" even when I am on the god damn wifi and in a city. Straight up broken at the moment."
"Perfect -- extremely well designed, seamless across all my devices, fast/responsive, simple interface. Kudos to the development team and UI designers."
"Hi,I love this app but when I play my playlist it as songs I didn't put on it also can you add a loop button I hate that I can't hear my favorite song over and over again I'm sorry if I'm sounding mean but I just want a loop button and not listen to songs that I did add to my playlist please that's all."
"Was reading some reviews and im quite disapointed, so many complains about skiping or ads or songs added to a playlist, please upgrade to premium. The COMPANY and the ARTISTS are not making any money from free accounts, and then you hear most complains from these individuals, if you cant afford it yet pls dont give 1 to 2 stars to an app that you are freeloading from. Our plan is spot family, P214($3.8) for 6 fam members, that is P36 ea person/ month. Doesnt even dent ur monthly income friends"
"This app is great. The only problem that I have with it is that it is really laggy. Some of my songs won't play will use my skips. Also, I'll use one skip and the app won't let me use any more of my skips. This was all a while ago but I thought I should let you guys know. I have premuin now and it works great."
I've been listening to music with Spotify for well over a decade. It's been really cool watching it grow into the app I now know and love. It's super helpful that I can search for songs by lyrics and song recognization. I do wish the player would automatically show up in my push notifications like it used to on my old phone but I think that's more of a design flaw in my new device's software.
I like it but now there is a bug now when I press the repeat button the app crashes that's all I have experienced I will up fate you guys more but still this is a great app!
Nibgjk. Ivy. UB j .vu bi.buh. JJ uh. Vub. Vub . UB. Dusnw w.susnsn s.sjsnns .ushsns.jsj due.usn.die. .Didi's ..iske ..did is...sjsb...didndbndid.jdish.du. .did did.jsns .is mdid.disne.fidhd.dndm.didn.ajs d.id.sshshms.udjd..xjc. .ciddnsm.xi. Zusjs.x dusiskf. .zuissjd.db uudid.jdjddn .djjdd.dm f. Kkdme. .is .dic. .did.d.xix.d.jxj.djd.dkd.d..disns.dmd.c.isjs. ifne.jd. mic d.dkdmne.xi.susue. ie.x. . Ismv.v.is..Iandd.ci.xia.sisjc.ÀnÆuf.ifjf Di I . In dudnc Mxlslwlf Vododkdmdlsokkcodldlxmidns Mjx.
Personalization is their Forte love having Playlists designed just for me!!! DAILY
"It be pretty aight if you don't skimp the premium downloads go by quick on not the best internet so you don't need a GOATED or God CPU ETC, ETC bing bong £u€k ya life™"
"I love it the only thing is that I wish the UI/UX was more fluid and less boxy, and I wish that I could DISABLE lyrics instead of always having it on"
Love this app.. but why is it everytime I'm in my feels listening to sad music a ad comes on atp I don't even wanna cry anymore u ruined it. U guys are like listening to me cry it seems like it 😻.
Gives great music at touch of a button
Very useful in a quite time
"I want to know what happend the collaborative button because now i cant add songs on others people's playlist. I updated it many times but the collabrative button wont pop up, and also can you guys put a spotify chat system on there its gettin really boring trying to talk by putting songs on other people's playlist Overall its great."
The app was great until it changed my play/pause button from middle to left. I asked twitter support for help but they couldn't rectify the problem after multiple attempts. they changed back
"It's the go to app for music. The swipe gesture was a long awaited and great addition. It would be worth 5 stars, but I have unliked songs too many times accidentally due to the position of the like button. If it were only visible inside the player it would mean less accidental touches."
Love the quality and availability of my favourite by a push of a button
"Spotify changed my whole world after my son told me about it years ago. What? They have full albums? They have albums from the 70's?? Tears were shed as I would have a musical memory, do a quick search, and bam! The Best of Bread, Twin Sons of Different Mothers, Rumours --it doesn't get any better than this. Totally worth it people.💗💗💗"
"App crashing of recently , and the search bar gets masked partially by the top indicator panel of the ui , in pixel 4a"
"Thank you for returning back normal position of media control buttons. Please, avoid this kind of experiments in the future."
"I just wanna recommend adding the music search quality like ""Shazam"". The one where we can know a song name quicker"
"Hello! I'm new to Spotify and this is my first time using it. I'm loving it so far! I just have a few suggestions, 1. In the music player, we should be able to swipe down and up without having to use the arrow. 2. A double tap to seek for about 10 seconds would be really nice to add. 3. In the mini music player, we should be able to swipe down to get rid of it. 4. More animations when you click the pause and play button would make Spotify better. And 5. Sometimes the app will crash after opening"
very good with all types of music to suit everyone.
One suggestion: Add shuffle and repeat buttons to the mini player in lock screen
I think that the app is great it works well and has atleast 99% of the songs I like saying I'm a k-pop fan but it glitches pretty often I don't know if it happens to other people too but it happens for me quite often please fix this.
Pretty easy to use and organized UI/UX
Exceptional application and exquisite terms of use.
"I don't if it's just me or what, but I hate it when the share lyrics button removed on my spotify, I'd suggest to put that feature again."
Doesn't have streaming issues n it quite entertaining and you gotta get it if u don't already have it
"Quite easy, not at all what I expected. But, as they say never expect have hope."
Why does the lyrics share button keep disappearing?
Please bring back the notif button for offline mode. Huhuhu. i'll give you 5 stars if you do that 😊
"this app is good, but sometimes there are bugs, like recently the buttons are kind of not in their right positions which is weird lol."
Been with Spotify for years now and love it the app is amazing especially on tvs great services 👏 really impressed with it done a good job especially the premium listening i to offline where ever i go its amazing 2022: recently with the new update the sound quality has gotten quiter and idk y it must be to due with the update I compared it with sound cloud same song and on sound cloud its louder. Spotify can u please fix this.
"Quite cool and interesting,so far good I can recommend other funs to install it"
"The overall experience is good. Asian songs, especially Chinese songs have less resources. The UI of the lyrics display module can be more beautiful."
"It's alright, I just don't know what to say but I know something isn't intriguing me. I don't know I think old Spotify is better 🤔"
"One little bug where what was playing wouldn't come up, preventing the ability to pause. Fixed quickly, and been absolutely great otherwise."
All in one service that allows me to access my library across devices. I love the UI as well as the easy to understand functionalities this app comes with.
"Later edit: Ok, this was fixed, after some updates.Please leave the + and - buttons near each other, in my list (library) for adding/removing proposed songs. Also it would be nice we could have some filters or a way to arrange the songs in the created lists"
Every update requires that I reinstall the app in order for it to work properly and it will mess up any alarms linked to the app. Stop making things that already work worse!
Very quick and easy. Love it!
I love Spotify so much. Although I would like a customizable UI to make it better.
"So far, so good. Good design collection as well!"
Great selection of music and the ability to quickly create your own playlist that can be public or private.
Spotify has always worked just fine for me just wish premium was free but hey Rome wasn't built in a day
Love the intuitive play lists.
"Everything is really good. easy to use, good design, big community and song collection. Hope for better sound quality. And maybe some social features, could really raise the time spent on app. More widgets please."
